Date,Open,High,Low,Close,Adj Close,Volume
2021-10-01,430.980011,459.559998,426.359985,459.250000,454.262573,1508665200
2021-11-01,460.299988,473.540009,455.299988,455.559998,450.612671,1335351500
2021-12-01,461.640015,479.000000,448.920013,474.959991,469.802002,1927433900
2022-01-01,476.299988,479.980011,420.760010,449.910004,446.587494,2485167800
2022-02-01,450.679993,458.119995,410.640015,436.630005,433.405579,2297975100
2022-03-01,435.040009,462.070007,415.119995,451.640015,448.304718,2380929500
2022-04-01,453.309998,457.829987,411.209991,412.000000,410.227936,1856757400
2022-05-01,412.070007,429.660004,380.540009,412.929993,411.153931,2418478100
2022-06-01,415.170013,417.440002,362.170013,377.250000,375.627411,1958611900
2022-07-01,376.559998,413.029999,371.040009,411.989990,411.989990,1437748400
2022-08-01,409.149994,431.730011,395.040009,395.179993,395.179993,1443394400
2022-09-01,392.890015,407.510010,388.420013,406.600006,406.600006,483355600
2022-09-09,402.739990,407.510010,402.470001,406.600006,406.600006,76706918
